2018-04-04 00:00:05, , , , 
2018-04-04 00:01:04, , , , 
2018-04-04 00:02:03, , , , 
2018-04-04 00:03:04, , , , 
2018-04-04 00:04:04, , , , 
2018-04-04 00:05:03, 8.94, 0.1, 3.9, 12.94
2018-04-04 00:06:03, 8.94, 0.1, 3.9, 12.94
2018-04-04 00:07:04, 8.94, 0.1, 3.9, 12.94
2018-04-04 00:08:04, 8.94, 0.1, 3.9, 12.94
2018-04-04 00:09:03, 8.94, 0.1, 3.9, 12.94
2018-04-04 00:10:04, 8.86, 0.1, 4.2, 13.16
2018-04-04 00:11:04, 8.86, 0.1, 4.2, 13.16
2018-04-04 00:12:03, 8.86, 0.1, 4.2, 13.16
2018-04-04 00:13:04, 8.86, 0.1, 4.2, 13.16
2018-04-04 00:14:03, 8.86, 0.1, 4.2, 13.16
2018-04-04 00:15:04, 2.79, 0.1, 3.9, 6.79
2018-04-04 00:16:04, 2.79, 0.1, 3.9, 6.79
2018-04-04 00:17:04, 2.79, 0.1, 3.9, 6.79
2018-04-04 00:18:04, 2.79, 0.1, 3.9, 6.79
2018-04-04 00:19:03, 2.79, 0.1, 3.9, 6.79
2018-04-04 00:20:04, 3.01, 0.1, 3.9, 7.01
2018-04-04 00:21:04, 3.01, 0.1, 3.9, 7.01
2018-04-04 00:22:04, 3.01, 0.1, 3.9, 7.01
2018-04-04 00:23:03, 3.01, 0.1, 3.9, 7.01
2018-04-04 00:24:04, 3.01, 0.1, 3.9, 7.01
2018-04-04 00:25:04, 11.01, 0.1, 4.0, 15.11
2018-04-04 00:26:04, 11.01, 0.1, 4.0, 15.11
2018-04-04 00:27:03, 11.01, 0.1, 4.0, 15.11
2018-04-04 00:28:04, 11.01, 0.1, 4.0, 15.11
2018-04-04 00:29:03, 11.01, 0.1, 4.0, 15.11
2018-04-04 00:30:04, 9.03, 0.1, 4.6, 13.73
